Nama,Kategori,Jumlah Porsi,Takaran Porsi,Kalori (kal),Lemak (g),Lemak Jenuh (g),Lemak Tak Jenuh Ganda (g),Lemak Tak Jenuh Tunggal (g),Kolestrol (g),Protein (g),Karbohidrat (g),Serat (g),Gula (g),Sodium (g),Kalium (g)
Alpukat,Buah Buahan,1.0,gram (g),0.24012158054711247,0.227061376317421,0.037156139676325625,0.14921939194741168,0.6476964769647697,0.0,0.055944055944055944,0.10356969402622632,0.08072289156626507,0.010153846153846156,0.0037095919448860626,0.2780963302752294
Guacamole,Buah Buahan,0.0,sdm,0.031914893617021274,0.03208307501549908,0.0052780593519521826,0.021199671322925228,0.09207482318725628,0.0,0.008111888111888111,0.015055852355512385,0.012048192771084338,0.0015384615384615387,0.011658717541070483,0.03956422018348624
Guacamole dengan Tomat,Buah Buahan,1.0,gram (g),0.17325227963525835,0.15390576565406078,0.02527176762557237,0.10336894001643386,0.4379007204706194,0.0,0.04531468531468532,0.09276347741622147,0.05903614457831326,0.02107692307692308,0.10651828298887123,0.22534403669724773
Guacamole dengan Tomat dan Cabe Paprika,Buah Buahan,0.0,mangkok,0.4012158054711246,0.351983880967142,0.05774406655248347,0.2368118323746919,1.0,0.0,0.10545454545454545,0.21551724137931036,0.13734939759036147,0.050923076923076925,0.24324324324324326,0.5235091743119267
Buah Anggur,Buah Buahan,0.0,tanpa biji,0.0015197568389057749,0.0,5.2431053165087906e-05,0.00016433853738701728,0.0,0.0,0.0011188811188811189,0.010927634774162216,0.0,0.011846153846153847,0.0,0.005733944954128441
"Anggur (Merah atau Hijau, Jenis Varietas Eropa Seperti Thompson tanpa Biji)",Buah Buahan,1.0,gram (g),0.10182370820668693,0.002324860508369498,0.0009437589569715822,0.003944124897288414,0.0004626875537048054,0.0,0.02013986013986014,0.2197668771248179,0.010843373493975905,0.23815384615384616,0.0010598834128245894,0.10951834862385322
Anggur Jenis Amerika (Kulit Licin),Buah Buahan,0.0,anggur,0.0,0.0,5.2431053165087906e-05,0.00016433853738701728,0.0,0.0,0.0005594405594405594,0.004978144730451675,0.0,0.006,0.0,0.0028669724770642203
Anggur Jenis Eropa,Buah Buahan,0.0,tanpa biji,0.0015197568389057749,0.0,5.2431053165087906e-05,0.00016433853738701728,0.0,0.0,0.0011188811188811189,0.010927634774162216,0.0,0.011846153846153847,0.0,0.005733944954128441
Apel,Buah Buahan,0.0,sedang (diameter 7 cm) (kira-kira 3 per 450 g),0.10638297872340426,0.003409795412275264,0.0006816036911461427,0.005751848808545605,0.0006609822195782934,0.0,0.01006993006993007,0.23142302088392422,0.03975903614457831,0.22061538461538463,0.0005299417064122947,0.08486238532110092
Apel (tanpa Kulit),Buah Buahan,1.0,gram (g),0.06990881458966565,0.0018598884066955987,0.0003670173721556153,0.0030402629416598193,0.0003304911097891467,0.0,0.007552447552447553,0.15492957746478875,0.01566265060240964,0.1553846153846154,0.0,0.051605504587155966
Apel Emas Lezat,Buah Buahan,0.0,sedang (diameter 7 cm),0.10638297872340426,0.003409795412275264,0.0006641266734244468,0.0058340180772391125,0.0006609822195782934,0.0,0.01006993006993007,0.23142302088392422,0.03975903614457831,0.2204615384615385,0.0005299417064122947,0.08486238532110092
Apel Merah Lezat,Buah Buahan,0.0,sedang (diameter 7 cm),0.10638297872340426,0.003409795412275264,0.0006641266734244468,0.0058340180772391125,0.0006609822195782934,0.0,0.01006993006993007,0.23142302088392422,0.03975903614457831,0.2204615384615385,0.0005299417064122947,0.08486238532110092
Apel Fuji,Buah Buahan,1.0,gram (g),0.07598784194528875,0.0024798512089274647,0.0004893564962074871,0.00419063270336894,0.0004626875537048054,0.0,0.007272727272727273,0.16767848470131133,0.02891566265060241,0.15984615384615386,0.0005299417064122947,0.06135321100917432
Blewah Melon,Buah Buahan,1.0,gram (g),0.0486322188449848,0.0027898326100433976,0.0008913279038064943,0.006655710764174199,0.00019829466587348803,0.0,0.023496503496503496,0.09907722195240408,0.010843373493975905,0.12092307692307694,0.008479067302596715,0.15309633027522937
Blueberi,Buah Buahan,1.0,gram (g),0.08358662613981763,0.004959702417854929,0.0004893564962074871,0.011996713229252259,0.003106616432017979,0.0,0.020699300699300698,0.17593491986401166,0.02891566265060241,0.15323076923076925,0.0005299417064122947,0.04415137614678899
"Blueberry (tanpa Pemanis, Beku)",Buah Buahan,1.0,gram (g),0.07446808510638298,0.009764414135151892,0.0009262819392498862,0.022925225965488908,0.00601493819816247,0.0,0.011748251748251748,0.14776590577950463,0.032530120481927716,0.13,0.0005299417064122947,0.03096330275229358
"Blueberry (Manis, Beku)",Buah Buahan,1.0,gram (g),0.12006079027355623,0.0018598884066955987,0.00019224719493865562,0.004683648315529992,0.001189767995240928,0.0,0.011188811188811189,0.26651287032540066,0.026506024096385545,0.30338461538461536,0.0005299417064122947,0.034403669724770644
Blueberry Tawar dalam Kemasan Air (Dimasak atau Kalengan),Buah Buahan,0.0,mangkok,0.13829787234042554,0.008214507129572227,0.0008039428151980145,0.01963845521774856,0.00502346486879503,0.0,0.034125874125874124,0.287639630888781,0.046987951807228916,0.25030769230769234,0.0010598834128245894,0.06422018348623854
Beri,Buah Buahan,1.0,gram (g),0.04711246200607903,0.00449473031618103,0.0002796322835471355,0.012818405916187346,0.0028422235441866615,0.0,0.01902097902097902,0.09689169499757165,0.025301204819277112,0.07492307692307693,0.0005299417064122947,0.08600917431192662
Stroberi,Buah Buahan,1.0,gram (g),0.04559270516717325,0.00449473031618103,0.0002621552658254395,0.012736236647493838,0.0028422235441866615,0.0,0.018741258741258742,0.0932491500728509,0.024096385542168676,0.0716923076923077,0.0005299417064122947,0.08772935779816514
Rasberi,Buah Buahan,1.0,gram (g),0.07598784194528875,0.009919404835709859,0.0003320633367122234,0.030813475760065736,0.004230286205301078,0.0,0.033566433566433566,0.14497328800388537,0.0783132530120482,0.068,0.0005299417064122947,0.08658256880733946
Blackberry,Buah Buahan,1.0,gram (g),0.06231003039513677,0.007439553626782394,0.00024467824810374357,0.02300739523418242,0.003106616432017979,0.0,0.03888111888111888,0.11668285575522097,0.06385542168674699,0.07507692307692308,0.0005299417064122947,0.09288990825688073
Campuran Buah Kering,Buah Buahan,1.0,gram (g),0.3677811550151976,0.006664600123992562,0.001048621063301758,0.006737880032867708,0.004164187983343249,0.0,0.061258741258741256,0.7869111219038368,0.0891566265060241,0.7332307692307692,0.009009009009009009,0.42775229357798167
Apel Kering,Buah Buahan,1.0,gram (g),0.36626139817629183,0.004804711717296963,0.0009088049215281903,0.007641741988496303,0.0008592768854517814,0.0,0.026013986013986017,0.8000242836328315,0.10481927710843374,0.8798461538461538,0.046104928457869634,0.25802752293577985
Cranberry Kering,Buah Buahan,1.0,gram (g),0.4650455927051672,0.021078735275883453,0.0018001328253346846,0.05406737880032868,0.01308744794765021,0.0,0.001958041958041958,1.0,0.06867469879518073,1.0,0.001589825119236884,0.022935779816513763
Prune Kering,Buah Buahan,1.0,gram (g),0.3617021276595745,0.005734655920644762,0.001537977559509245,0.005094494658997535,0.003503205763764955,0.0,0.060979020979020984,0.7756192326372026,0.0855421686746988,0.5866153846153846,0.0010598834128245894,0.41972477064220187
Aprikot Kering,Buah Buahan,1.0,gram (g),0.36322188449848025,0.007749535027898328,0.0002971093012688315,0.006080525883319639,0.004891268424879371,0.0,0.09482517482517483,0.7605633802816901,0.08795180722891567,0.8221538461538461,0.005299417064122947,0.6662844036697249
Buah Pir,Buah Buahan,1.0,gram (g),0.0851063829787234,0.001704897706137632,0.00010486210633017581,0.0023829087921117503,0.0017185537709035628,0.0,0.01062937062937063,0.1877124817872754,0.03734939759036145,0.1507692307692308,0.0005299417064122947,0.06823394495412845
Pir (Dimasak atau Kalengan),Buah Buahan,0.0,mangkok,0.29635258358662614,0.005269683818970862,0.0003320633367122234,0.006573541495480691,0.004759071980963712,0.0,0.014825174825174826,0.6191112190383682,0.051807228915662654,0.622,0.006889242183359831,0.09919724770642202
Pir Asia,Buah Buahan,0.0,"buah dengan tinggi 5,5 cm x diameter 6,5 cm",0.07446808510638298,0.004184748915065097,0.0002621552658254395,0.005505341002465079,0.00396589331746976,0.0,0.017062937062937062,0.15772219524040798,0.05301204819277109,0.13230769230769232,0.0,0.08486238532110092
"Pir (Padat dan Cair, Kemasan Sirup Ringan, Kalengan)",Buah Buahan,0.0,"mangkok, separuh",0.21428571428571427,0.0010849349039057658,8.738508860847984e-05,0.0014790468364831552,0.00099147332936744,0.0,0.013426573426573427,0.462360369111219,0.04819277108433735,0.4672307692307693,0.006889242183359831,0.09518348623853212
Ceri Manis,Buah Buahan,0.0,ceri,0.00303951367781155,0.0,5.2431053165087906e-05,0.00032867707477403455,0.00019829466587348803,0.0,0.001958041958041958,0.013234579893152017,0.0012048192771084338,0.013384615384615385,0.0,0.008600917431192661
Bing Ceri,Buah Buahan,1.0,gram (g),0.09270516717325228,0.0029448233106013646,0.0006641266734244468,0.0042728019720624484,0.003106616432017979,0.0,0.029650349650349652,0.19439048081593008,0.025301204819277112,0.19723076923076924,0.0,0.1272935779816514
Ceri Beku,Buah Buahan,1.0,gram (g),0.0668693009118541,0.006664600123992562,0.0017477017721695969,0.01084634346754314,0.00793178663493952,0.0,0.025734265734265734,0.13380281690140844,0.01927710843373494,0.13876923076923078,0.0005299417064122947,0.07110091743119266
Ceri Merah Asam,Buah Buahan,1.0,gram (g),0.0729483282674772,0.00449473031618103,0.001188437205075326,0.007395234182415777,0.005420054200542006,0.0,0.027972027972027972,0.14788732394366197,0.01927710843373494,0.13061538461538463,0.001589825119236884,0.09919724770642202
Jeruk,Buah Buahan,0.0,"buah (diameter 6,5 cm)",0.0911854103343465,0.002324860508369498,0.00034954035443391935,0.002711585866885785,0.00198294665873488,0.0,0.0344055944055944,0.1868625546381739,0.03734939759036145,0.18846153846153846,0.0,0.13589449541284404
Jeruk Keprok (Jeruk Mandarin),Buah Buahan,0.0,"kecil (diameter 5,5 cm)",0.05319148936170213,0.0032548047117172975,0.0004718794784857911,0.0037797863599013967,0.0027761253222288325,0.0,0.015944055944055943,0.11340456532297231,0.01566265060240964,0.114,0.0005299417064122947,0.06651376146788991
Jeruk Bali,Buah Buahan,1.0,gram (g),0.04559270516717325,0.001394916305021699,0.00024467824810374357,0.001972062448644207,0.0008592768854517814,0.0,0.017622377622377623,0.09810587663914522,0.013253012048192772,0.1073846153846154,0.0,0.07970183486238533
Jeruk Bali (Merah dan Merah Muda),Buah Buahan,1.0,gram (g),0.060790273556231,0.002014879107253565,0.00034954035443391935,0.0029580936729663105,0.0013219644391565869,0.0,0.021538461538461538,0.12943176299174358,0.01927710843373494,0.106,0.0,0.07740825688073395
Jeruk Mandarin (Kaleng atau Beku),Buah Buahan,1.0,gram (g),0.08966565349544073,0.001394916305021699,0.00020972421266035162,0.0016433853738701727,0.001189767995240928,0.0,0.012587412587412588,0.19657600777076253,0.008433734939759036,0.23830769230769233,0.003179650238473768,0.04472477064220184
"Jeruk Keprok (Jeruk Mandarin, Jus Kemasan, Kalengan)",Buah Buahan,0.0,gelas,0.13677811550151975,0.0009299442033477994,0.00012233912405187178,0.0009860312243221035,0.0007931786634939521,0.0,0.043076923076923075,0.28933948518698394,0.020481927710843374,0.33984615384615385,0.006359300476947536,0.1897935779816514
"Jeruk Keprok (Jeruk Mandarin,  Sirup Ringan Kemasan, Kalengan)",Buah Buahan,0.0,gelas,0.23100303951367782,0.003719776813391197,0.000524310531650879,0.004108463434675432,0.0029744199881023203,0.0,0.03160839160839161,0.49538610976202035,0.02168674698795181,0.6004615384615385,0.007949125596184421,0.11295871559633028
Kelapa,Buah Buahan,1.0,gram (g),0.5349544072948329,0.5189088654680719,0.5190324722989269,0.030073952341824157,0.09418996628990682,0.0,0.09314685314685314,0.18491986401165617,0.10843373493975904,0.09584615384615386,0.010598834128245894,0.20412844036697247
Kelapa Kering,Buah Buahan,1.0,gram (g),1.0,1.0,1.0,0.05801150369761709,0.18143961927424154,0.0,0.19244755244755243,0.2871539582321515,0.1963855421686747,0.11307692307692307,0.0196078431372549,0.31135321100917435
Air Kelapa,Buah Buahan,0.0,gelas,0.0668693009118541,0.0072845629262244275,0.0073753014785556984,0.0004108463434675432,0.0012558662171987575,0.0,0.048391608391608394,0.10806216610004858,0.03132530120481928,0.09630769230769232,0.13354531001589826,0.34403669724770647
Kismis,Buah Buahan,1.0,gram (g),0.45136778115501525,0.0069745815251084945,0.0010136670278583662,0.0030402629416598193,0.0033710093198492963,0.0,0.08587412587412586,0.9613890237979603,0.04457831325301205,0.9106153846153846,0.005829358770535241,0.4294724770642202
Kismis (tanpa Biji),Buah Buahan,1.0,gram (g),0.45136778115501525,0.0069745815251084945,0.0010136670278583662,0.0030402629416598193,0.0033710093198492963,0.0,0.08587412587412586,0.9613890237979603,0.04457831325301205,0.9106153846153846,0.005829358770535241,0.4294724770642202
Kismis Emas (tanpa Biji),Buah Buahan,1.0,gram (g),0.45592705167173253,0.0069745815251084945,0.0026390296759760913,0.011092851273623666,0.0012558662171987575,0.0,0.09482517482517483,0.9655172413793103,0.04819277108433735,0.9106153846153846,0.006359300476947536,0.42775229357798167
Kismis Dilapisi Coklat,Buah Buahan,0.0,kismis,0.00303951367781155,0.0021698698078115317,0.001537977559509245,0.0004108463434675432,0.003106616432017979,0.0,0.0011188811188811189,0.00825643516270034,0.0,0.009538461538461539,0.0,0.0028669724770642203
Kismis Dilapisi Coklat Susu,Buah Buahan,1.0,gram (g),0.5896656534954408,0.22923124612523252,0.15379775595092454,0.0419063270336894,0.3133055720801111,0.0075,0.11468531468531468,0.8292860611947547,0.050602409638554224,0.9572307692307692,0.01907790143084261,0.29472477064220187
Kurma,Buah Buahan,0.0,kurma,0.031914893617021274,0.0003099814011159331,5.2431053165087906e-05,0.00016433853738701728,0.00019829466587348803,0.0,0.005594405594405594,0.075643516270034,0.008433734939759036,0.08092307692307693,0.0,0.03096330275229358
Mangga,Buah Buahan,1.0,gram (g),0.09574468085106383,0.00402975821450713,0.001153483169631934,0.00419063270336894,0.006675920417740764,0.0,0.014265734265734267,0.20641087906750852,0.02168674698795181,0.22769230769230772,0.0010598834128245894,0.08944954128440367
Mangga Kering,Buah Buahan,0.0,"untai (8,5 cm x 2 cm x 0,3 cm)",0.02127659574468085,0.0004649721016738996,0.00017477017721695968,0.0005751848808545604,0.00099147332936744,0.0,0.001958041958041958,0.04953861097620204,0.0036144578313253013,0.057846153846153846,0.0,0.013188073394495414
Nektar Mangga,Buah Buahan,0.0,mangkok,0.21732522796352582,0.004184748915065097,0.001136006151910238,0.004108463434675432,0.006609822195782935,0.0,0.013986013986013986,0.4601748421563866,0.02168674698795181,0.5487692307692308,0.0026497085320614736,0.08027522935779817
Nanas,Buah Buahan,1.0,gram (g),0.06990881458966565,0.001704897706137632,0.0001572931594952637,0.0034511092851273626,0.0009253751074096108,0.0,0.015104895104895107,0.1533511413307431,0.016867469879518072,0.14246153846153847,0.0005299417064122947,0.06594036697247707
"Nanas (Padat dan Cair, Air Kemasan, Kalengan)",Buah Buahan,0.0,"mangkok, lumatan, irisan, atau potongan",0.11702127659574468,0.0032548047117172975,0.0002621552658254395,0.006244864420706655,0.0017846519928613922,0.0,0.029650349650349652,0.24793589120932494,0.024096385542168676,0.28384615384615386,0.0010598834128245894,0.17889908256880735
"Nanas Potongan (Manis, Beku)",Buah Buahan,1.0,gram (g),0.1276595744680851,0.001394916305021699,0.00012233912405187178,0.0028759244042728025,0.0007931786634939521,0.0,0.011188811188811189,0.26954832442933463,0.013253012048192772,0.32461538461538464,0.0010598834128245894,0.05733944954128441
"Nanas (Padat dan Cair, Kemasan Sirup Ringan, Kalengan)",Buah Buahan,0.0,"mangkok, lumatan, irisan, atau potongan",0.19604863221884497,0.00449473031618103,0.00040197140759900727,0.008299096138044372,0.0021812413246083684,0.0,0.025454545454545455,0.4114861583292861,0.024096385542168676,0.49046153846153845,0.001589825119236884,0.1519495412844037
"Nanas (Padat dan Cair, Jus Kemasan, Kalengan)",Buah Buahan,0.0,"mangkok, lumatan, irisan, atau potongan",0.22340425531914893,0.0029448233106013646,0.0002621552658254395,0.005916187345932621,0.0016524555489457336,0.0,0.029370629370629373,0.47462360369111223,0.024096385542168676,0.5535384615384615,0.0010598834128245894,0.1743119266055046
Pepaya,Buah Buahan,1.0,gram (g),0.05623100303951368,0.002014879107253565,0.0007515117620329265,0.0025472473294987676,0.002511732434397515,0.0,0.017062937062937062,0.11911121903836815,0.02168674698795181,0.09076923076923078,0.001589825119236884,0.14736238532110094
Jus Pepaya,Buah Buahan,1.0,ml,0.08814589665653495,0.002324860508369498,0.0008563738683631025,0.0030402629416598193,0.0028422235441866615,0.0,0.005034965034965035,0.18406993686255466,0.007228915662650603,0.22353846153846155,0.0026497085320614736,0.01834862385321101
Pisang,Buah Buahan,1.0,gram (g),0.13221884498480244,0.004959702417854929,0.0019574259848299485,0.005998356614626129,0.002115143102650539,0.0,0.030489510489510492,0.2773190869354055,0.03132530120481928,0.18815384615384617,0.0005299417064122947,0.20527522935779818
Pisang Apel,Buah Buahan,0.0,buah,0.09574468085106383,0.0035647861128332305,0.0014331154531790694,0.004354971240755957,0.0015202591050300748,0.0,0.022377622377622378,0.2024040796503157,0.02289156626506024,0.13738461538461538,0.0005299417064122947,0.1496559633027523
Rasberi Merah,Buah Buahan,1.0,gram (g),0.07598784194528875,0.009919404835709859,0.0003320633367122234,0.030813475760065736,0.004230286205301078,0.0,0.033566433566433566,0.14497328800388537,0.0783132530120482,0.068,0.0005299417064122947,0.08658256880733946
Rasberi Beku tanpa Pemanis,Buah Buahan,1.0,gram (g),0.07598784194528875,0.009919404835709859,0.0003320633367122234,0.030813475760065736,0.004230286205301078,0.0,0.033566433566433566,0.14497328800388537,0.0783132530120482,0.068,0.0005299417064122947,0.0779816513761468
Rasberi Beku,Buah Buahan,1.0,gram (g),0.1534954407294833,0.002324860508369498,8.738508860847984e-05,0.007313064913722267,0.00099147332936744,0.0,0.01958041958041958,0.3176299174356484,0.05301204819277109,0.3347692307692308,0.0005299417064122947,0.06536697247706422
Salad Buah,Buah Buahan,0.0,porsi (95 g),0.0790273556231003,0.012399256044637324,0.010730888881121324,0.0034511092851273626,0.0033710093198492963,0.0,0.017622377622377623,0.15177270519669744,0.020481927710843374,0.1573846153846154,0.0026497085320614736,0.07683486238532111
Semangka,Buah Buahan,1.0,gram (g),0.0425531914893617,0.0021698698078115317,0.0002796322835471355,0.004108463434675432,0.0024456342124396856,0.0,0.017062937062937062,0.09167071393880524,0.004819277108433735,0.09538461538461539,0.0005299417064122947,0.06422018348623854
Stroberi Beku tanpa Pemanis,Buah Buahan,1.0,gram (g),0.05015197568389058,0.0015499070055796655,0.00010486210633017581,0.004437140509449466,0.00099147332936744,0.0,0.012027972027972027,0.11085478387566781,0.025301204819277112,0.07015384615384615,0.0010598834128245894,0.08486238532110092
Stroberi Beku,Buah Buahan,1.0,gram (g),0.12917933130699089,0.002014879107253565,0.00012233912405187178,0.00542317173377157,0.0012558662171987575,0.0,0.014545454545454545,0.28484701311316174,0.02289156626506024,0.3306153846153846,0.0010598834128245894,0.05619266055045872
Stroberi Beku dengan Gula,Buah Buahan,0.0,mangkok,0.33434650455927056,0.005424674519528829,0.0003145863189905274,0.01380443714050945,0.0031727146539758085,0.0,0.037202797202797205,0.7263234579893152,0.05783132530120482,0.8430769230769231,0.0026497085320614736,0.143348623853211
Stroberi dalam Sirup (Dimasak atau Kalengan),Buah Buahan,1.0,gram (g),0.13677811550151975,0.003874767513949164,0.00024467824810374357,0.010599835661462614,0.002379535990481856,0.0,0.015664335664335664,0.2856969402622633,0.020481927710843374,0.33584615384615385,0.0021197668256491787,0.04931192660550459
Ayam,Daging,1.0,gram (g),0.35714285714285715,0.2089274643521389,0.06567863259813345,0.2419884963023829,0.35005618348866424,0.2175,0.7572027972027973,0.0,0.0,0.0,0.21409644939056705,0.12672018348623854
Ayam (Kulit tidak Dimakan),Daging,1.0,gram (g),0.2826747720364742,0.11376317420954743,0.03535600685099095,0.13771569433032047,0.1743671095247538,0.22,0.8025174825174826,0.0,0.0,0.0,0.21621621621621623,0.13818807339449543
Dada Ayam,Daging,1.0,gram (g),0.2933130699088146,0.1194978301301922,0.03796008249152365,0.1352506162695152,0.19862515698327718,0.20750000000000002,0.8265734265734266,0.0,0.0,0.0,0.20826709062003182,0.1393348623853211
Paha Ayam,Daging,0.0,"kecil (hasil setelah masak, tulang dihilangkan)",0.20212765957446807,0.13081215127092374,0.04128071585864588,0.1532456861133936,0.22169343644655962,0.1275,0.38237762237762235,0.0,0.0,0.0,0.11817700052994172,0.06938073394495413
Sayap Ayam,Daging,0.0,"kecil (hasil setelah masak, tulang dihilangkan)",0.12006079027355623,0.08353998760074396,0.026442727812925997,0.09449465899753491,0.14019432877255603,0.0575,0.20867132867132868,0.0,0.0,0.0,0.0598834128245893,0.029243119266055047
Dada Ayam Goreng tanpa Pelapis (Kulit Dimakan),Daging,1.0,gram (g),0.3252279635258359,0.1408865468071916,0.042189520780174065,0.17181594083812657,0.23682992927490254,0.23,0.885874125874126,0.0,0.0,0.0,0.2278749337572867,0.15309633027522937
Sayap Ayam Goreng tanpa Pelapis (Kulit Dimakan),Daging,0.0,"kecil (hasil setelah masak, tulang dihilangkan)",0.13221884498480244,0.09795412275263485,0.028854556258520042,0.12062448644207066,0.1655099477824047,0.0775,0.21146853146853145,0.0,0.0,0.0,0.06359300476947537,0.02981651376146789
Paha Ayam Goreng tanpa Pelapis (Kulit Dimakan),Daging,0.0,"sedang (hasil setelah masak, tulang dihilangkan)",0.1778115501519757,0.10508369497830132,0.02929148170156244,0.14108463434675433,0.17648225262740433,0.14,0.3804195804195804,0.0,0.0,0.0,0.11181770005299418,0.06651376146788991
Daging Ayam (Panggang),Daging,1.0,gram (g),0.1656534954407295,0.041692498450093,0.011709601873536299,0.055053410024650785,0.05486152422499835,0.1625,0.5686713286713286,0.0,0.0,0.0,0.0397456279809221,0.1364678899082569
Daging dan Kulit Ayam (Panggang),Daging,1.0,gram (g),0.3252279635258359,0.245505269683819,0.07917089027928274,0.27937551355792933,0.4388921937999868,0.1825,0.47944055944055947,0.0,0.0,0.0,0.036036036036036036,0.11238532110091744
Daging Babi Panggang,Daging,1.0,gram (g),0.37234042553191493,0.22597644141351522,0.09346709077563004,0.0990139687756779,0.4285147729526076,0.20500000000000002,0.7546853146853147,0.0,0.0,0.0,0.11711711711711713,0.2327981651376147
Babi Panggang (Hanya Daging yang Dimakan),Daging,1.0,gram (g),0.3130699088145897,0.14817110973341602,0.06097731483099723,0.06203779786359902,0.28382576508691915,0.2025,0.7958041958041958,0.0,0.0,0.0,0.15315315315315317,0.24254587155963303
Bahu Daging Babi Panggang,Daging,0.0,"irisan tipis (berdiameter sekitar 7,5 cm x 0,3 cm)",0.05927051671732523,0.04603223806571606,0.01915481142297878,0.023500410846343467,0.08724965298433474,0.0325,0.09090909090909091,0.0,0.0,0.0,0.01695813460519343,0.026376146788990827
Bakso Daging Sapi,Daging,0.0,sedang,0.08358662613981763,0.05703657780533169,0.02436296270404418,0.01684470008216927,0.010774010179126183,0.0039250000000000005,0.09706293706293707,0.025740650801359885,0.2530120481927711,0.0015384615384615387,0.00022257551669316376,0.07683486238532111
Bakso Daging Sapi dan Babi,Daging,0.0,kecil,0.034954407294832825,0.022008679479231248,0.009262819392498864,0.005341002465078061,0.0056183488664154945,0.0015175,0.05314685314685314,0.012141816415735794,0.12048192771084337,0.0015384615384615387,0.00010598834128245895,0.03612385321100918
Bakso Ayam,Daging,0.0,sedang,0.06534954407294832,0.024178549287042782,0.007864657974763186,0.029087921117502052,0.03642012029876397,0.0575,0.15188811188811188,0.02355512384652744,0.0012048192771084338,0.0063076923076923076,0.06571277159512454,0.03211009174311927
Bakso Kalkun,Daging,0.0,sedang,0.060790273556231,0.01782393056416615,0.006693697787409556,0.025472473294987676,0.01830920748231873,0.0525,0.15384615384615385,0.02355512384652744,0.0012048192771084338,0.0063076923076923076,0.06412294647588766,0.03727064220183486
Bakso Daging Babi,Daging,0.0,sedang,0.06838905775075987,0.03006819590824551,0.009891992030479918,0.02917009038619556,0.056381783330028426,0.0575,0.15524475524475523,0.016148615832928606,0.0012048192771084338,0.002153846153846154,0.11817700052994172,0.045871559633027525
Daging Bebek,Daging,1.0,gram (g),0.19756838905775076,0.09206447613143212,0.04054668111433464,0.06162695152013147,0.1017912618150572,0.1925,0.5113286713286713,0.0,0.0,0.0,0.0392156862745098,0.15538990825688073
Dada Ayam (Kulit tidak Dimakan),Daging,1.0,gram (g),0.24620060790273557,0.05471171729696219,0.01751197175713936,0.06277732128184059,0.0813008130081301,0.21,0.8604195804195804,0.0,0.0,0.0,0.2098569157392687,0.1456422018348624
Dada Ayam Masak,Daging,1.0,gram (g),0.1641337386018237,0.019063856168629885,0.00576741584815967,0.0016433853738701727,0.018507502148192218,0.00075,0.6458741258741258,0.0,0.6987951807228916,0.0,0.0,0.03727064220183486
Daging Dada Kalkun,Daging,1.0,gram (g),0.15501519756838905,0.025573465592064477,0.008388968506414064,0.0,0.01811091281644524,0.00135,0.47748251748251747,0.05111704711024769,0.5180722891566265,0.007692307692307693,0.0018600953895071542,0.5819954128440368
"Daging Dada Kalkun (Digoreng, Dimasak, Dipanggang)",Daging,1.0,gram (g),0.20212765957446807,0.011314321140731557,0.004194484253207032,0.016433853738701727,0.008592768854517815,0.20750000000000002,0.8408391608391608,0.0,0.0,0.0,0.027556968733439324,0.16743119266055045
Daging Babi,Daging,1.0,gram (g),0.40881458966565354,0.263949163050217,0.10779824530742073,0.1181594083812654,0.500760129552515,0.225,0.7647552447552447,0.0,0.0,0.0,0.20349761526232116,0.20126146788990826
Potongan Daging Babi,Daging,1.0,gram (g),0.37689969604863227,0.2256664600123993,0.09441084973260162,0.1161051766639277,0.42177275431290906,0.20750000000000002,0.7806993006993007,0.0,0.0,0.0,0.20455749867514575,0.231651376146789
Potongan Daging Domba,Daging,0.0,"kecil (112 g, dengan tulang, mentah) (hasil setelah masak, tulang dihhilangkan)",0.34042553191489366,0.27185368877867333,0.13403124890768636,0.10698438783894824,0.47498182298896163,0.17,0.4436363636363636,0.0,0.0,0.0,0.1489136195018548,0.10550458715596331
Potongan Daging Domba (Hanya Daging yang Dimakan),Daging,1.0,gram (g),0.3237082066869301,0.16227526348419097,0.06740885735258136,0.06540673788003287,0.28964240861920815,0.2325,0.787972027972028,0.0,0.0,0.0,0.21356650768415475,0.1875
Daging Sapi,Daging,1.0,gram (g),0.4346504559270517,0.30269683818970866,0.13511482400643152,0.058175842235004105,0.5521184480137484,0.2175,0.7365034965034964,0.0,0.0,0.0,0.20349761526232116,0.18061926605504589
Daging Sapi Giling,Daging,1.0,gram (g),0.4164133738601824,0.2878177309361438,0.1256947114544374,0.042399342645850456,0.5656024852931457,0.22,0.7090909090909091,0.0,0.0,0.0,0.21197668256491786,0.16456422018348624
Daging Sapi Giling tanpa Lemak,Daging,1.0,gram (g),0.40577507598784196,0.27371357718536893,0.11727078891257994,0.04215283483976993,0.5177473725956773,0.225,0.7144055944055944,0.0,0.0,0.0,0.21038685744568097,0.17316513761467892
Daging Sapi Panggang,Daging,1.0,gram (g),0.40273556231003044,0.2682889026658401,0.11907092173791463,0.051520131470829914,0.4861524224998348,0.19,0.7247552447552448,0.0,0.0,0.0,0.11499735029146795,0.16743119266055045
Daging Kornet,Daging,0.0,"irisan tipis (sekitar 11 cm x 6,5 cm x 0,3 cm)",0.07750759878419453,0.06168629882207068,0.02326191058757733,0.011585866885784715,0.1279661577103576,0.0525,0.10685314685314685,0.0012141816415735796,0.0,0.0,0.12612612612612614,0.017201834862385322
